time t_x t_y Delta_x Delta_y
0.0 0.0 0.0 1.0 4.0
0.1001001001001001 0.0 0.005005005005005005 1.0 4.0
0.2002002002002002 0.0 0.01001001001001001 1.0 4.0
0.3003003003003003 0.0 0.015015015015015015 1.0 4.0
0.4004004004004004 0.0 0.02002002002002002 1.0 4.0
0.5005005005005005 0.0 0.025025025025025027 1.0 4.0
0.6006006006006006 0.0 0.03003003003003003 1.0 4.0
0.7007007007007008 0.0 0.035035035035035036 1.0 4.0
0.8008008008008008 0.0 0.04004004004004004 1.0 4.0
0.9009009009009009 0.0 0.04504504504504504 1.0 4.0
1.001001001001001 0.0 0.05005005005005005 1.0 4.0
1.1011011011011012 0.0 0.055055055055055056 1.0 4.0
1.2012012012012012 0.0 0.06006006006006006 1.0 4.0
1.3013013013013013 0.0 0.06506506506506507 1.0 4.0
1.4014014014014016 0.0 0.07007007007007007 1.0 4.0
1.5015015015015016 0.0 0.07507507507507508 1.0 4.0
1.6016016016016017 0.0 0.08008008008008008 1.0 4.0
1.7017017017017018 0.0 0.08508508508508508 1.0 4.0
1.8018018018018018 0.0 0.09009009009009009 1.0 4.0
1.9019019019019021 0.0 0.0950950950950951 1.0 4.0
2.002002002002002 0.0 0.1001001001001001 1.0 4.0
2.1021021021021022 0.0 0.10510510510510511 1.0 4.0
2.2022022022022023 0.0 0.11011011011011011 1.0 4.0
2.3023023023023024 0.0 0.11511511511511512 1.0 4.0
2.4024024024024024 0.0 0.12012012012012012 1.0 4.0
2.5025025025025025 0.0 0.12512512512512514 1.0 4.0
2.6026026026026026 0.0 0.13013013013013014 1.0 4.0
2.702702702702703 0.0 0.13513513513513514 1.0 4.0
2.802802802802803 0.0 0.14014014014014015 1.0 4.0
2.902902902902903 0.0 0.14514514514514515 1.0 4.0
3.0030030030030033 0.0 0.15015015015015015 1.0 4.0
3.1031031031031033 0.0 0.15515515515515516 1.0 4.0
3.2032032032032034 0.0 0.16016016016016016 1.0 4.0
3.3033033033033035 0.0 0.16516516516516516 1.0 4.0
3.4034034034034035 0.0 0.17017017017017017 1.0 4.0
3.5035035035035036 0.0 0.17517517517517517 1.0 4.0
3.6036036036036037 0.0 0.18018018018018017 1.0 4.0
3.7037037037037037 0.0 0.18518518518518517 1.0 4.0
3.8038038038038042 0.0 0.1901901901901902 1.0 4.0
3.9039039039039043 0.0 0.1951951951951952 1.0 4.0
4.004004004004004 0.0 0.2002002002002002 1.0 4.0
4.104104104104104 0.0 0.20520520520520522 1.0 4.0
4.2042042042042045 0.0 0.21021021021021022 1.0 4.0
4.3043043043043046 0.0 0.21521521521521522 1.0 4.0
4.404404404404405 0.0 0.22022022022022023 1.0 4.0
4.504504504504505 0.0 0.22522522522522523 1.0 4.0
4.604604604604605 0.0 0.23023023023023023 1.0 4.0
4.704704704704705 0.0 0.23523523523523523 1.0 4.0
4.804804804804805 0.0 0.24024024024024024 1.0 4.0
4.904904904904905 0.0 0.24524524524524524 1.0 4.0
5.005005005005005 0.0 0.2502502502502503 1.0 4.0
5.105105105105105 0.0 0.2552552552552553 1.0 4.0
5.205205205205205 0.0 0.2602602602602603 1.0 4.0
5.305305305305305 0.0 0.2652652652652653 1.0 4.0
5.405405405405406 0.0 0.2702702702702703 1.0 4.0
5.505505505505506 0.0 0.2752752752752753 1.0 4.0
5.605605605605606 0.0 0.2802802802802803 1.0 4.0
5.705705705705706 0.0 0.2852852852852853 1.0 4.0
5.805805805805806 0.0 0.2902902902902903 1.0 4.0
5.9059059059059065 0.0 0.2952952952952953 1.0 4.0
6.0060060060060065 0.0 0.3003003003003003 1.0 4.0
6.106106106106107 0.0 0.3053053053053053 1.0 4.0
6.206206206206207 0.0 0.3103103103103103 1.0 4.0
6.306306306306307 0.0 0.3153153153153153 1.0 4.0
6.406406406406407 0.0 0.3203203203203203 1.0 4.0
6.506506506506507 0.0 0.3253253253253253 1.0 4.0
6.606606606606607 0.0 0.3303303303303303 1.0 4.0
6.706706706706707 0.0 0.3353353353353353 1.0 4.0
6.806806806806807 0.0 0.34034034034034033 1.0 4.0
6.906906906906907 0.0 0.34534534534534533 1.0 4.0
7.007007007007007 0.0 0.35035035035035034 1.0 4.0
7.107107107107107 0.0 0.35535535535535534 1.0 4.0
7.207207207207207 0.0 0.36036036036036034 1.0 4.0
7.307307307307307 0.0 0.36536536536536535 1.0 4.0
7.407407407407407 0.0 0.37037037037037035 1.0 4.0
7.507507507507508 0.0 0.3753753753753754 1.0 4.0
7.6076076076076085 0.0 0.3803803803803804 1.0 4.0
7.7077077077077085 0.0 0.3853853853853854 1.0 4.0
7.807807807807809 0.0 0.3903903903903904 1.0 4.0
7.907907907907909 0.0 0.3953953953953954 1.0 4.0
8.008008008008009 0.0 0.4004004004004004 1.0 4.0
8.108108108108109 0.0 0.40540540540540543 1.0 4.0
8.208208208208209 0.0 0.41041041041041043 1.0 4.0
8.308308308308309 0.0 0.41541541541541543 1.0 4.0
8.408408408408409 0.0 0.42042042042042044 1.0 4.0
8.508508508508509 0.0 0.42542542542542544 1.0 4.0
8.608608608608609 0.0 0.43043043043043044 1.0 4.0
8.70870870870871 0.0 0.43543543543543545 1.0 4.0
8.80880880880881 0.0 0.44044044044044045 1.0 4.0
8.90890890890891 0.0 0.44544544544544545 1.0 4.0
9.00900900900901 0.0 0.45045045045045046 1.0 4.0
9.10910910910911 0.0 0.45545545545545546 1.0 4.0
9.20920920920921 0.0 0.46046046046046046 1.0 4.0
9.30930930930931 0.0 0.46546546546546547 1.0 4.0
9.40940940940941 0.0 0.47047047047047047 1.0 4.0
9.50950950950951 0.0 0.4754754754754755 1.0 4.0
9.60960960960961 0.0 0.4804804804804805 1.0 4.0
9.70970970970971 0.0 0.4854854854854855 1.0 4.0
9.80980980980981 0.0 0.4904904904904905 1.0 4.0
9.90990990990991 0.0 0.4954954954954955 1.0 4.0
10.01001001001001 0.0 0.5005005005005005 1.0 4.0
10.11011011011011 0.0 0.5055055055055055 1.0 4.0
10.21021021021021 0.0 0.5105105105105106 1.0 4.0
10.31031031031031 0.0 0.5155155155155156 1.0 4.0
10.41041041041041 0.0 0.5205205205205206 1.0 4.0
10.51051051051051 0.0 0.5255255255255256 1.0 4.0
10.61061061061061 0.0 0.5305305305305306 1.0 4.0
10.710710710710712 0.0 0.5355355355355356 1.0 4.0
10.810810810810812 0.0 0.5405405405405406 1.0 4.0
10.910910910910912 0.0 0.5455455455455456 1.0 4.0
11.011011011011012 0.0 0.5505505505505506 1.0 4.0
11.111111111111112 0.0 0.5555555555555556 1.0 4.0
11.211211211211213 0.0 0.5605605605605606 1.0 4.0
11.311311311311313 0.0 0.5655655655655656 1.0 4.0
11.411411411411413 0.0 0.5705705705705706 1.0 4.0
11.511511511511513 0.0 0.5755755755755756 1.0 4.0
11.611611611611613 0.0 0.5805805805805806 1.0 4.0
11.711711711711713 0.0 0.5855855855855856 1.0 4.0
11.811811811811813 0.0 0.5905905905905906 1.0 4.0
11.911911911911913 0.0 0.5955955955955956 1.0 4.0
12.012012012012013 0.0 0.6006006006006006 1.0 4.0
12.112112112112113 0.0 0.6056056056056056 1.0 4.0
12.212212212212213 0.0 0.6106106106106106 1.0 4.0
12.312312312312313 0.0 0.6156156156156156 1.0 4.0
12.412412412412413 0.0 0.6206206206206206 1.0 4.0
12.512512512512513 0.0 0.6256256256256256 1.0 4.0
12.612612612612613 0.0 0.6306306306306306 1.0 4.0
12.712712712712714 0.0 0.6356356356356356 1.0 4.0
12.812812812812814 0.0 0.6406406406406406 1.0 4.0
12.912912912912914 0.0 0.6456456456456456 1.0 4.0
13.013013013013014 0.0 0.6506506506506506 1.0 4.0
13.113113113113114 0.0 0.6556556556556556 1.0 4.0
13.213213213213214 0.0 0.6606606606606606 1.0 4.0
13.313313313313314 0.0 0.6656656656656657 1.0 4.0
13.413413413413414 0.0 0.6706706706706707 1.0 4.0
13.513513513513514 0.0 0.6756756756756757 1.0 4.0
13.613613613613614 0.0 0.6806806806806807 1.0 4.0
13.713713713713714 0.0 0.6856856856856857 1.0 4.0
13.813813813813814 0.0 0.6906906906906907 1.0 4.0
13.913913913913914 0.0 0.6956956956956957 1.0 4.0
14.014014014014014 0.0 0.7007007007007007 1.0 4.0
14.114114114114114 0.0 0.7057057057057057 1.0 4.0
14.214214214214214 0.0 0.7107107107107107 1.0 4.0
14.314314314314315 0.0 0.7157157157157157 1.0 4.0
14.414414414414415 0.0 0.7207207207207207 1.0 4.0
14.514514514514515 0.0 0.7257257257257257 1.0 4.0
14.614614614614615 0.0 0.7307307307307307 1.0 4.0
14.714714714714715 0.0 0.7357357357357357 1.0 4.0
14.814814814814815 0.0 0.7407407407407407 1.0 4.0
14.914914914914915 0.0 0.7457457457457457 1.0 4.0
15.015015015015017 0.0 0.7507507507507508 1.0 4.0
15.115115115115117 0.0 0.7557557557557558 1.0 4.0
15.215215215215217 0.0 0.7607607607607608 1.0 4.0
15.315315315315317 0.0 0.7657657657657658 1.0 4.0
15.415415415415417 0.0 0.7707707707707708 1.0 4.0
15.515515515515517 0.0 0.7757757757757758 1.0 4.0
15.615615615615617 0.0 0.7807807807807808 1.0 4.0
15.715715715715717 0.0 0.7857857857857858 1.0 4.0
15.815815815815817 0.0 0.7907907907907908 1.0 4.0
15.915915915915917 0.0 0.7957957957957958 1.0 4.0
16.016016016016017 0.0 0.8008008008008008 1.0 4.0
16.116116116116117 0.0 0.8058058058058059 1.0 4.0
16.216216216216218 0.0 0.8108108108108109 1.0 4.0
16.316316316316318 0.0 0.8158158158158159 1.0 4.0
16.416416416416418 0.0 0.8208208208208209 1.0 4.0
16.516516516516518 0.0 0.8258258258258259 1.0 4.0
16.616616616616618 0.0 0.8308308308308309 1.0 4.0
16.716716716716718 0.0 0.8358358358358359 1.0 4.0
16.816816816816818 0.0 0.8408408408408409 1.0 4.0
16.916916916916918 0.0 0.8458458458458459 1.0 4.0
17.017017017017018 0.0 0.8508508508508509 1.0 4.0
17.117117117117118 0.0 0.8558558558558559 1.0 4.0
17.217217217217218 0.0 0.8608608608608609 1.0 4.0
17.31731731731732 0.0 0.8658658658658659 1.0 4.0
17.41741741741742 0.0 0.8708708708708709 1.0 4.0
17.51751751751752 0.0 0.8758758758758759 1.0 4.0
17.61761761761762 0.0 0.8808808808808809 1.0 4.0
17.71771771771772 0.0 0.8858858858858859 1.0 4.0
17.81781781781782 0.0 0.8908908908908909 1.0 4.0
17.91791791791792 0.0 0.8958958958958959 1.0 4.0
18.01801801801802 0.0 0.9009009009009009 1.0 4.0
18.11811811811812 0.0 0.9059059059059059 1.0 4.0
18.21821821821822 0.0 0.9109109109109109 1.0 4.0
18.31831831831832 0.0 0.9159159159159159 1.0 4.0
18.41841841841842 0.0 0.9209209209209209 1.0 4.0
18.51851851851852 0.0 0.9259259259259259 1.0 4.0
18.61861861861862 0.0 0.9309309309309309 1.0 4.0
18.71871871871872 0.0 0.9359359359359359 1.0 4.0
18.81881881881882 0.0 0.9409409409409409 1.0 4.0
