tunneling "$t_x^{(1)}$ model" "$t_x^{(1)}$ uncertainty" "$t_y^{(1)}$ model" "$t_y^{(1)}$ uncertainty" "$t_x^{(2)}$ model" "$t_x^{(2)}$ uncertainty" "$t_y^{(2)}$ model" "$t_y^{(2)}$ uncertainty"
0.4121212121212121 56.589800711691474 0.03073575709862866 77.76340085081257 0.0 60.55260903031737 0.03275881128647368 20.484980212607347 0.1555568682929958
0.42424242424242425 57.66273598850206 0.02878388621106718 77.79220353477034 0.0 61.52770593566548 0.03057085483936208 21.18846295618208 0.1540895513606056
0.43636363636363634 58.7278186023268 0.026943044217229397 77.82015912813738 0.0 62.49000245872954 0.028407792650335505 21.905073819488113 0.15260578910005623
0.4484848484848485 59.78343280600659 0.02514165829855211 77.84725218942498 0.0 63.43802645831337 0.026360962822935256 22.63469697573985 0.1510918305415516
0.46060606060606063 60.827913410740386 0.02336779702806069 77.87346805896055 0.0 64.37028539860535 0.024460143986806807 23.377202247268613 0.14955329594836025
0.4727272727272727 61.85954838492604 0.021722738215861046 77.89879324537165 0.0 65.2852698385512 0.022476996039964378 24.132444869241528 0.1479934659698167
0.48484848484848486 62.876581921235044 0.020047620147327538 77.9232157531909 0.0 66.18145714495766 0.020633019681760754 24.900265240570043 0.1464169450190545
0.49696969696969695 63.877218089592546 0.018467508356518666 77.94672538495928 0.0 67.0573153349708 0.018905190197787115 25.680488710322024 0.14480817301969603
0.509090909090909 64.85962492934513 0.016946881020891858 77.96931384934285 0.0 67.9113070477584 0.017266191726469017 26.472925369864214 0.1431849808234184
0.5212121212121212 65.82193916741204 0.015467232525741254 77.9909749633125 0.0 68.74189355507866 0.01558770027889075 27.277369842080862 0.1415270358248342
0.5333333333333333 66.76227149605872 0.014159672002565453 78.01170457638177 0.0 69.54753878900634 0.014109343352188669 28.093601117184324 0.13983536358111398
0.5454545454545454 67.67871239320955 0.01269399639163258 78.03150025509123 0.0 70.3267132478333 0.012657540078607097 28.92138237375475 0.13812591233671956
0.5575757575757576 68.56933849600676 0.01158656702225209 78.05036013542697 0.0 71.07789770379878 0.011383748694563755 29.760460815326358 0.13638272291276773
0.5696969696969697 69.43221949554047 0.01048767430469816 78.06828034374972 0.0 71.79958665451404 0.010223910099675163 30.610567569420567 0.1346112338425304
0.5818181818181818 70.26542541676885 0.009244769068755482 78.08525082029179 0.0 72.49029131840581 0.008869335005076574 31.471417530236707 0.13283074761502028
0.593939393939394 71.06703430087443 0.008191601571045686 78.10125055409796 0.0 73.14854217201231 0.007726982413591294 32.34270929008077 0.13099604180276997
0.6060606060606061 71.83514006875255 0.007143608828109748 78.11624465027514 0.0 73.77289080936174 0.006506141323788044 33.22412504455062 0.12914143394068497
