delta "$\Delta_x^{(1)}$ model" "$\Delta_x^{(1)}$ uncertainty" "$\Delta_y^{(1)}$ model" "$\Delta_y^{(1)}$ uncertainty" "$\Delta_x^{(2)}$ model" "$\Delta_x^{(2)}$ uncertainty" "$\Delta_y^{(2)}$ model" "$\Delta_y^{(2)}$ uncertainty"
-1.414141414141414 0.8205524800155484 0.3493687485445795 1.788421784945363 0.3686274601982739 5.479609770478962 0.22493203696800215 0.25680830530642523 0.3788744070685883
-1.333333333333333 1.0454239265100966 0.34153053165227715 2.0107393359947765 0.3672988413609163 7.344889983151701 0.21030768931841484 0.24763721184556794 0.38021528815464867
-1.2525252525252522 1.3215937574471381 0.3331200992983795 2.2563510130134365 0.3657262643839718 9.71816437148395 0.19435016732618288 0.2423678090271434 0.3810994609345298
-1.1717171717171713 1.6586589225100972 0.3241242973989287 2.5270060507533287 0.3639042608907876 12.689912601540312 0.17702663980193262 0.24144751740116888 0.3815164482916058
-1.0909090909090908 2.0676045036475474 0.3145384812742329 2.824518508382056 0.36182809018826073 16.347597405922894 0.15840002294701355 0.24543332658619807 0.3814560384128079
-1.01010101010101 2.5609125858877446 0.3043572715338184 3.150763795952601 0.3594938962334447 20.76580432536544 0.13869718767749478 0.255045932056185 0.38090671647837854
-0.9292929292929291 3.1526530149431085 0.29358168373979476 3.5076744651992486 0.3568977662453464 25.992531631385102 0.1182606512203703 0.27123218009368405 0.3798548608482935
-0.8484848484848482 3.8585454887252677 0.2822195842693485 3.897235184161875 0.354037119919503 32.03120345358034 0.09757168818927638 0.2952359400680777 0.3782844018475381
-0.7676767676767673 4.695979759603042 0.27028230917486457 4.321476830402025 0.3509098121897029 38.81842730458675 0.07723369115833077 0.32867753742715555 0.3761762331079073
-0.6868686868686864 5.683977689848143 0.25778696209258933 4.782469629727242 0.34751289384615747 46.19839875597423 0.05790662040340298 0.37364188352940964 0.37350709849768293
-0.606060606060606 6.8430775808189725 0.2447630470157284 5.282315270366459 0.34384574040723925 53.89642228236914 0.04037294855568599 0.4327753944889548 0.3702509996330703
-0.5252525252525251 8.195117585638142 0.23124088259861306 5.823137926951401 0.3399065672937672 61.49658250783824 0.025347680502864352 0.5093916909878492 0.3663774506851343
-0.4444444444444442 9.76289132742099 0.21726458539323237 6.407074136764107 0.33569371958682603 68.43240971944783 0.013439580399392326 0.6075858715444604 0.3618534355154884
-0.3636363636363633 11.569645266122727 0.2028776790622754 7.036261464852417 0.33120771169922814 74.0042134264458 0.005140723294126935 0.7323568278507107 0.3566439023498633
-0.28282828282828243 13.638384269705583 0.18815586576392293 7.712825917781687 0.32644598957046683 77.44287011642021 0.0 0.8897365718152614 0.3507131375494235
-0.20202020202020154 15.990949733444031 0.17316332733940273 8.438868067972184 0.3214100166898611 78.05695982887329 0.0 1.0869248320385752 0.34402440927897926
-0.1212121212121211 18.64683429875019 0.15799227067818084 9.216447856919826 0.3160973363394681 75.6333289492791 0.0023814092000956975 1.3324262008336736 0.3365438429758076
-0.04040404040404022 21.62169972756926 0.14273775773435216 10.04756806912421 0.3105079927493543 70.71416415326195 0.00765405464561512 1.6361858222472718 0.328240642917318
0.040404040404040664 24.925571527149447 0.12751242148711345 10.934156471757866 0.3046444958711044 64.02121018118417 0.01608903806539111 2.0097179715331386 0.31908957873259997
0.12121212121212199 28.56069740626509 0.11243332179996943 11.878046644588192 0.29850378419667306 56.28458501847775 0.026981573863021455 2.466219842304176 0.30907348357453124
0.20202020202020243 32.51907967609764 0.09765583340694084 12.880957523523554 0.2920889712778588 48.168823162464555 0.04057559396969255 3.0206604140533964 0.2981827061151636
0.2828282828282829 36.779727915757896 0.08333890258471517 13.944471717334633 0.28540065916505747 40.20827975709275 0.05688036805806197 3.6898314368826366 0.28642061312747585
0.3636363636363642 41.30573256814769 0.06963676916630222 15.070012653099054 0.2784388751711615 32.78303923983775 0.07567900893317547 4.492344348792839 0.27381037702105293
0.44444444444444464 46.041337988297286 0.056744482257141765 16.258820651709716 0.27121027812932474 26.12837939140068 0.09652197081620244 5.4485534787939 0.2603812038655698
0.525252525252526 50.90930008249652 0.0448330800462384 17.511928019482777 0.2637149243197238 20.360368056067802 0.11887230894261606 6.580382283803446 0.2461893689959626
0.6060606060606064 55.80894931081936 0.03407268318581295 18.830133262040626 0.2559596631855762 15.505311248260915 0.1421546466802091 7.911025916905409 0.23130810626597312
0.6868686868686869 60.615529034919625 0.02471591015013144 20.213974569258095 0.24794816425720614 11.527062805846423 0.1658305397746142 9.464500457040725 0.21583523550657194
0.7676767676767682 65.18147834251629 0.016806677980456555 21.663702647403067 0.2396889736060511 8.349897614038541 0.18941195261794894 11.26500719615689 0.19989526034895164
0.8484848484848486 69.34019025405209 0.010338239615000041 23.179253052433303 0.23119559686553026 5.876443943972163 0.21251788200110955 13.336080018299537 0.18362846486260684
0.92929292929293 72.91195046767581 0.00562057583800841 24.760218071520764 0.22246894626879876 4.00098701084754 0.23484253092731353 15.699486210305801 0.16721038236493188
1.0101010101010104 75.70953941589266 0.0017952486356187308 26.405818261244747 0.2135306775091472 2.618790452577824 0.2561610323241481 18.37385670898135 0.15082465015987942
1.0909090909090917 77.5382460140265 0.0 28.114873618378777 0.204393103636111 1.6321767422124922 0.27631831682650126 21.373032431472193 0.134680031665241
1.1717171717171722 78.19970206397177 0.0 29.885774302667993 0.1950729752301487 0.9540836284930434 0.2952243853390145 24.704130171044394 0.11899933849947769
1.2525252525252526 77.57972108023085 0.0 31.716450816977233 0.18558809081018737 0.5097356876455534 0.31283911535656433 28.36535637558844 0.10398843218971973
1.333333333333334 75.75863006833153 0.001889552470313209 33.60434332432858 0.17596897050072516 0.23697191287397282 0.32916027010172905 32.34363215963544 0.0898226561717873
1.4141414141414144 72.90867745421836 0.006336176370335092 35.546369738755594 0.1662337221441113 0.0856696564281667 0.34421812838905574 36.61214084179622 0.07665314957403843
1.4949494949494957 69.23586958293721 0.01125272655712412 37.53889209010918 0.15640857734122776 0.01661118749596037 0.3580602679957329 41.127973534438794 0.06455284346963906
1.5757575757575761 64.95878031346513 0.01759224887036872 39.57768048942939 0.14653234596421366 -5.5765826129582094e-05 0.37074873974305306 45.8301321702417 0.05352882936736111
1.6565656565656575 60.291387224218965 0.02504287419616078 41.65787401305727 0.13663407904772318 -0.014209004094487332 0.38235059723537207 50.63824922218545 0.043496322439455094
1.737373737373738 55.42910629661756 0.033542363777141065 43.773937743062966 0.1267510106547982 -0.043722502931376694 0.39293164781866974 55.45247349952383 0.034341582031892505
1.8181818181818183 50.538745986409815 0.04273939560266829 45.91961532471808 0.11690978059282993 -0.07830958540245433 0.40255421135809766 60.154979302439294 0.026033508704526784
1.8989898989898997 45.7533066245971 0.05268454265227383 48.08787667580052 0.10718942189181917 -0.11152633004797864 0.41127275351574594 64.6133552360673 0.018639069703659507
1.9797979797979801 41.17138305329742 0.06321412032486894 50.27086101557978 0.0975981021594437 -0.13973967752916058 0.41913366974038985 68.6855556828621 0.012210593807400983
2.0606060606060614 36.85998167998277 0.0741764727399897 52.45981611789219 0.08820127569488241 -0.1612847785935573 0.42617332466968977 72.22496561080074 0.0069879324851910354
2.141414141414142 32.859289514013376 0.0854457167055174 54.64503619978447 0.0790384486622715 -0.1758005875801013 0.43242042869242125 75.08251311743717 0.0028475699691344926
2.2222222222222223 29.188145453276466 0.09693104849952472 56.8158025154866 0.07017068888024212 -0.1837246814860595 0.4378965279352001 77.10255555744885 0.0
2.3030303030303036 25.849359305049557 0.10853998359544965 58.96033341801632 0.061675939778725944 -0.18592422816554896 0.44261711152554434 78.1161256873873 0.0
2.383838383838384 22.83440060713496 0.12017899276300416 61.06575420314033 0.0535566802555585 -0.18343889155172707 0.4465952480876062 77.94295439863731 0.0
2.4646464646464654 20.127259637601817 0.1317740807466953 63.11810144885632 0.045908404109923265 -0.17731236795393665 0.44984184170531155 76.48764914377507 0.0010661431900662387
2.545454545454546 17.7074605184147 0.14326968801143142 65.10238216220587 0.03876557378922868 -0.16849147108283805 0.4523699178730094 73.84142111921678 0.004979554481182045
2.626262626262627 15.552303738886861 0.1546184219235532 67.00271419738432 0.03216598110352432 -0.15777464490343784 0.4541954941720243 70.20966316153158 0.00975249538545621
2.7070707070707076 13.638458314856413 0.16578615351252202 68.8025795716682 0.026181587757940186 -0.14579504788284536 0.4553399989345355 65.85909985076029 0.015161026867923604
2.787878787878788 11.943033948681862 0.17673615268065326 70.48522422346645 0.020869785437846046 -0.13302659460465438 0.45583213625659535 61.06972647474743 0.021552156245402614
2.8686868686868694 10.444255285526111 0.18744533849487524 72.03422968549712 0.016109726817764573 -0.11980433533530772 0.45570953778111456 56.09763403640653 0.028805105435716447
2.94949494949495 9.121843720763835 0.19790387614370789 73.43425620885732 0.011950824230891692 -0.1063531634256587 0.45501962201967 51.154306930698844 0.03668145700568383
3.030303030303031 7.957192746579225 0.20809603055786516 74.67189857659018 0.008692343752321077 -0.09282096507554646 0.4538207969575362 46.40009923030219 0.04510066088181174
3.1111111111111116 6.93340394584309 0.2180220052931497 75.73648427738983 0.005783866282141014 -0.0793139450460249 0.45218283884301946 41.946682726354574 0.05383215380150413
3.191919191919193 6.0352341633110855 0.22768104153121352 76.62041877587392 0.0037229627366081376 -0.06593296636493248 0.4501866527652544 37.863806789905006 0.0626645193358411
3.2727272727272734 5.248990611241959 0.23707247928196953 77.31826248263293 0.0012248519592277724 -0.052810367961367004 0.4479237979593587 34.18726075837537 0.0714328629052569
3.353535353535354 4.562399864529754 0.24620987272852055 77.82343865785299 0.0 -0.040146930894919726 0.4454951409646809 30.92648975843137 0.08005643091649946
3.434343434343435 3.964468420165103 0.25509869321429923 78.12247537399719 0.0 -0.02824853164879823 0.4430089126773673 28.071372281735275 0.08840949087853903
3.5151515151515156 3.4453463683040426 0.26375286556624217 78.19629709180826 0.0 -0.017561652081255135 0.4405780586994645 25.598104660547694 0.09646057366192666
3.595959595959597 2.9962012889915792 0.27218764908686766 78.0498849059143 0.0 -0.008706423927295428 0.43831693212943756 23.474200529290727 0.10419999080215864
3.6767676767676774 2.609106227656329 0.2804208406749148 77.71238289984514 0.0 -0.002505392043638298 0.43633739448455555 21.66258734154037 0.1116690130951481
3.757575757575758 2.2769433736270748 0.288468231907173 77.21235671111553 0.0005390731307207643 -5.800172331240829e-06 0.43474461621232785 20.124794923569077 0.11891343136421857
3.838383838383839 1.9933233906963579 0.29634993512563185 76.57193537404181 0.002251199367934924 0.002493034706162959 0.4336327001676783 18.823282721611424 0.12606980552010508
3.9191919191919196 1.7525192808127001 0.3040831305737768 75.80541711335542 0.00427330328917939 0.011492974834106082 0.43308058883479367 17.723005859922516 0.1332626615285412
4.0 1.5494129021082297 0.3116873931793155 74.92158066815043 0.0062568405196911925 0.028761420008027175 0.4331485225983046 16.79235139993482 0.14064439921582847
